INTL_20180115_000064	Título otorgado a los ganadores del festival de fanart ¡Actualización de Rango: Edición de 4 Nuevas Clases! Haz clic derecho para usar.	Rank Update: 4 New Classes Edition! 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180122_000065	Caja Goro	고로 상자				
INTL_20180123_000066	Buff de Cazador - 1	가문의 영광 1단계				
INTL_20180123_000067	+20% de EXP al cazar monstruos	몬스터 처치 시 획득 경험치 +20%				
INTL_20180123_000068	Buff de Cazador - 2	가문의 영광 2단계				
INTL_20180123_000069	+40% de EXP al cazar monstruos	몬스터 처치 시 획득 경험치 +40%	SKILL_20161226_007304	+60% de EXP al cazar monstruos{nl}+2 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +60%{nl}이동 속도 +2	
INTL_20180123_000070	Buff de Cazador - 3	가문의 영광 3단계				
INTL_20180123_000071	+60% de EXP al cazar monstruos	몬스터 처치 시 획득 경험치 +60%	SKILL_20161226_007306	+90% de EXP al cazar monstruos{nl}+3 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3	
INTL_20180123_000072	Buff de Cazador - 4	가문의 영광 4단계				
INTL_20180123_000073	+80% de EXP al cazar monstruos	몬스터 처치 시 획득 경험치 +80%	SKILL_20161226_007308	+120% de EXP al cazar monstruos{nl}+4 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4	
INTL_20180123_000074	Buff de Cazador - 5	가문의 영광 5단계				
INTL_20180202_000075	Caja de Chocolates	소녀의 마음				
INTL_20180202_000076	Una encantadora caja de chocolates hechos a mano para el Día de San Valentín. Usar para aplicar +50% de ganancia de EXP durante 1 hora.	달달한 맛으로, 뇌의 회전을 도와주는 초콜릿입니다. 사용 시, 1시간동안 경험치 획득량 +50% 효과를 얻습니다.				
INTL_20180214_000077	Buff del Último Invierno	마지막 겨울 버프				
INTL_20180214_000078	+30% de EXP al cazar monstruos	몬스터 처치 시 획득 경험치 +30%				
INTL_20180214_000079	Llave de Invierno	겨울 열쇠				
INTL_20180214_000080	Úsala para abrir la Bóveda en Klaipeda.{nl}(Se eliminará al final del evento.)	마지막 겨울 이벤트에서 사용되는 열쇠입니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180214_000081	Carámbano (14 Días)	고드름(14일)				
INTL_20180214_000082	¡Derrítelo junto al fuego y mira qué hay dentro!{nl}(Se eliminará al final del evento.)	고드름을 녹이면 무엇이 들어있을까요?{nl}(고드름은 장작 주위에서만 사용 가능합니다.)				
INTL_20180214_000083	¡Recolecta 10 Llaves de Invierno para obtener el nuevo compañero Pingüino de Invierno!	Winter Key 10개를 모으시면 "윈터펭" 을 드립니다.{nl}(Winter Key는 2월 20일 이벤트에서 획득할 수 있습니다.)				금고
INTL_20180214_000084	El evento El Último Invierno ya está disponible.{nl}¡No te pierdas al nuevo compañero Pingüino de Invierno y mucho más!	마지막 겨울 이벤트가 진행 중입니다.{nl}마지막 겨울 선물과 버프는 물론, 신규 컴패니언 윈터펭도 만나보세요.				이벤트 알림판
INTL_20180214_000085	Recolecta 10 Llaves de Invierno para obtener el compañero Pingüino de Invierno.{nl}(Recibe las Llaves del Tablón de Anuncios de Eventos todos los días.)	Winter Key 10개를 모으시면 "윈터펭" 을 드립니다.{nl}(이벤트 알림판에서 마지막 겨울 선물을 받으세요.)				금고
INTL_20180214_000086	¡Puedes seguir recibiendo más recompensas cada día usando las Llaves de Invierno!{nl}Cada Llave que uses para abrir la Bóveda te da una nueva recompensa.	Winter Key로 추가 보상을 받을 수 있습니다.{nl}(Winter Key 1개당 1회의 추가 보상이 주어집니다.)				금고
INTL_20180214_000087	Ya estás usando este buff.	이미 버프가 존재합니다.				이벤트 알림판
INTL_20180214_000088	Es demasiado pronto, vuelve más tarde.	너무 이릅니다.				이벤트 알림판
INTL_20180214_000089	El Último Invierno	마지막 겨울 이벤트				
INTL_20180214_000090	Recibir Buff del Último Invierno	마지막 겨울 버프 받기				
INTL_20180214_000091	Recibir Regalo del Último Invierno	마지막 겨울 선물 받기				
INTL_20180214_000092	Ayudante de EXP de Fin de Semana	주말 경험치 지원				
INTL_20180219_000093	Prisión del Demonio Gremio (Nv recomendado: 115){nl}Solo tú y los miembros de tu grupo pueden entrar juntos.{nl}¿Seguro que deseas entrar?	염원의 비석로 (권장 레벨:180)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000094	Familia Legwyn Caída (Nv recomendado: 230){nl}Solo tú y los miembros de tu grupo pueden entrar juntos.{nl}¿Seguro que deseas entrar?	쇠락한 르귄가문의 저택 (권장 레벨:230)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000095	Subterráneo del Castillo (Nv recomendado: 300){nl}Solo tú y los miembros de tu grupo pueden entrar juntos.{nl}¿Seguro que deseas entrar?	캐슬 지하 (권장 레벨:300)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000096	Ayudante de EXP	성장 지원 도우미				
INTL_20180305_000097	 {nl}{CUBE}s abiertos: {@st66d_y}{s18}{SUM}{/}{/}{nl}Abre {@st66d_y}{s18}{COUNT}{/}{/} Cubos más para recibir la recompensa de {@st66d_y}{s18}{BOUNS}{/}{/} Cubos.{nl}Puedes recibir la(s) recompensa(s) de {@st66d_y}{s18}{REWARD}{/}{/} Cubos abiertos.{nl}¿Deseas recibir la(s) recompensa(s) ahora?	 {nl}{CUBE} 사용 횟수 : {@st66d_y}{s18}{SUM}{/}{/}{nl}앞으로 {@st66d_y}{s18}{COUNT}{/}{/}회 사용시 {@st66d_y}{s18}{BOUNS}{/}{/}회 보상을 받을 수 있습니다.{nl}{@st66d_y}{s18}{REWARD}{/}{/} 회 보상을 받을 수 있습니다.{nl}수령하시겠습니까?				
INTL_20180305_000098	 {nl}{CUBE}s abiertos: {@st66d_y}{s18}{SUM}{/}{/}{nl}Abre {@st66d_y}{s18}{COUNT}{/}{/} Cubos más para recibir la recompensa de {@st66d_y}{s18}{BOUNS}{/}{/} Cubos.	 {nl}{CUBE}  사용 횟수 : {@st66d_y}{s18}{SUM}{/}{/}{nl}앞으로 {@st66d_y}{s18}{COUNT}{/}{/}회 사용시 {@st66d_y}{s18}{BOUNS}{/}{/}회 보상을 받을 수 있습니다.				
INTL_20180305_000099	Cubo de Bonificación	보너스 큐브				
INTL_20180312_000100	Título otorgado a los ganadores del evento de fanart del 2º Aniversario.	스팀 2주년 팬아트 수상자에게 주어지는 칭호 입니다.				
INTL_20180312_000101	Título - ¡Feliz 2º Aniversario!	칭호 - Happy 2nd Anniversary!				
INTL_20180312_000102	Título otorgado a los ganadores del evento de fanart del 2º Aniversario. Haz clic derecho para usar.	스팀 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180312_000103	 {nl}Has sido asignado al equipo {@st66d_y}{s18}{TEAM}{/}{/}.{nl}Derrota monstruos para recolectar {@st66d_y}{s18}{ITEM}s{/}{/}.	 {nl}{@st66d_y}{s18}{TEAM}{/}{/} 에 배정되었습니다.{nl}몬스터 처치시 {@st66d_y}{s18}{ITEM}{/}{/}을 획득할 수 있습니다.				
INTL_20180312_000104	Intercambio de Objetos	아이템 교환				
INTL_20180312_000105	El Desafío de Equipo de Vaivora	마을 축제				
INTL_20180312_000106	Buff de Evento	이벤트 버프				
INTL_20180316_000107	El poder del petardo se ha extendido a todos los miembros del grupo.	기념을 축하하는 폭죽의 힘이 공유되고 있습니다.				
INTL_20180316_000108	Huevo de Pájaro de Batalla Brillante	빛나는 전투 뱁새 알				
INTL_20180316_000109	Petardo del 2º Aniversario	2주년 폭죽				
INTL_20180316_000110	Objeto del Evento del 2º Aniversario.{nl}Aumenta la velocidad de movimiento +4, la tasa de ataque en área +1 y las ganancias de EXP +25% de todos los miembros del grupo durante 30 minutos.	2주년 이벤트 아이템입니다.{nl} 30분간 파티원 전체의 이동속도 +4, 광역 공격 비율 +1 경험치 25% 증가의 효과를 줍니다.				
INTL_20180316_000111	Iniciar Evento del 2º Aniversario	이벤트 워프 주문서 - 2주년 이벤트 시작				
INTL_20180316_000112	Un Pergamino de Teletransporte de evento.{nl}Úsalo para moverte al NPC del Evento del 2º Aniversario.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 시작 npc 앞으로 이동합니다.				
INTL_20180316_000113	Brazalete del 2º Aniversario de Steam	스팀 2주년 암밴드				
INTL_20180316_000114	Un accesorio de brazalete que celebra 2 años de TOS en Steam.	스팀 2주년을 기념하여 제작된 암밴드 입니다.				
INTL_20180316_000115	Naranja Sonriente	스마일 오렌지				
INTL_20180316_000116	El pequeño amigo naranja de GM Orange. Esta peculiar naranja es conocida por sus muchas expresiones, lo que hace que algunas personas piensen que fue afectada por Medzio Diena.	GM 오렌지의 머리 위에있는 오렌지. 다양한 표정을 지을 수 있는 것으로 보아 Medzio Diena의 영향을 받았다고 의심된다.				
INTL_20180316_000117	Café de Sardina	정어리 커피				
INTL_20180316_000118	La taza de café de GM Papaya. Aunque contiene café (y una sardina), el contenido de la taza nunca se derrama, para diversión de los espectadores.	GM 파파야의 커피. 살아있는 정어리가 들어있다. 마법적인 힘으로 인해 어떤 각도에서든 머리에서 떨어지지 않는다.				
INTL_20180316_000119	Lentes en Espiral	뱅글 안경				
INTL_20180316_000120	Los famosos lentes en espiral del Dr. No. Úsalos con una lata de Red Ox en la mano para mejores resultados. Efectos secundarios: puede causar mareos.	Dr. No의 안경. 일을 할 때 Red Ox과 같이 사용하면 효율이 높아진다고 한다. 주의: 같이있을 경우 어지러울 수 있다.				
INTL_20180316_000121	Paquete de Huevo de Pájaro de Batalla Brillante	빛나는 전투 뱁새 패키지				
INTL_20180316_000122	Haz clic derecho para usar y obtener los objetos.{nl} - Huevo de Pájaro de Batalla Brillante x1{nl} - Alimento para Pájaro de Batalla x50	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 빛나는 전투 뱁새 알{nl} - 뱁새용 모이 50개				
INTL_20180316_000123	Paquete de Huevo de Pingüino Brillante	빛나는 펭귄 패키지				
INTL_20180316_000124	Haz clic derecho para usar y obtener los objetos.{nl} - Huevo de Pingüino Brillante x1{nl} - Sardina x50	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 빛나는 펭귄 알{nl} - 정어리 50개				
INTL_20180316_000125	Haz clic derecho para usar y obtener los objetos.{nl} - Brazalete del 2º Aniversario de Steam x1{nl} - Huevo de Pingüino de Hoja x1{nl} - Cupón de Mejora: 100,000 de Plata x10{nl}- Puntos de Atributo: 1,000 x1{nl}- Pergamino de Teletransporte de Evento - Iniciar Evento del 2º Aniversario x1{nl}- Poción de HP Altamente Condensada x20{nl}- Poción de SP Altamente Condensada x20{nl}- Poción de Apoyo de Asentamiento Nv2 x10{nl}- Petardo del 2º Aniversario x5{nl}- Estatua de la Diosa x5{nl}- Poción de Velocidad de Movimiento Altamente Condensada x5{nl}- Token: 15 Días [Evento]	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 스팀 2주년 암밴드{nl} - 펭그린 알{nl} - 강화 실버 할인 쿠폰 : 10만 실버 10개{nl}- 특성 포인트 1,000{nl}- 이벤트 워프 주문서 - 2주년 이벤트 시작{nl}- 고농축 HP포션 20개{nl}- 고농축 SP포션 20개{nl}- 정착 지원 포션 Lv2 10개{nl}- 2주년 폭죽 5개{nl}- 여신의 조각상 5개{nl}- 고농축 이동속도 증가 포션 5개{nl}- 토큰:15일[증정용]				
INTL_20180326_000126	Lista de Maestros Invitados	마스터 명단 리스트				
INTL_20180326_000127	Este documento enumera a todos los Maestros de Clase invitados a las celebraciones del 2º aniversario de TOS.{nl}(Se eliminará al final del evento.)	초대장을 가진 마스터들의 명단을 기록하고 있습니다.{nl}(사용 시 이벤트 진행 상황을 확인할 수 있습니다.)				
INTL_20180326_000128	Un Pergamino de Teletransporte de evento.{nl}Úsalo para moverte al NPC del Evento del 2º Aniversario.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 도우미 npc 앞으로 이동합니다.	INTL_20180316_000112	Un Pergamino de Teletransporte de evento.{nl}Úsalo para moverte al NPC del Evento del 2º Aniversario.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 시작 npc 앞으로 이동합니다.	
INTL_20180326_000129	Título - Reportero Honorario de TPP	칭호 - Honorary TPP Reporter				
INTL_20180326_000130	Un título otorgado a reporteros honorarios de The Popolion Post. Haz clic derecho para usar.	The Popolion Post 잡지의 명예 기자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180402_000131	Un lindo globo cachorro. Ten cuidado con las cosas puntiagudas cerca de él.	강아지 모양에 풍선 인형입니다. 찌르면 터질지도 모릅니다.				
INTL_20180402_000132	Registro de Estado de Daemon S/N [Verdadero:1, Falso:0]	Daemon State 기록 여부[True:1, False:0]				
INTL_20180406_000133	Título otorgado a jugadores que han recolectado las Revelaciones [Evento]. Haz clic derecho para usar.	[이벤트] 계시를 찾은 구원자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180406_000134	[Evento] Revelación de la Mina de Cristal	[이벤트]첫번째 계시				
INTL_20180406_000135	Una Revelación de evento.{nl}Se puede intercambiar por un título en el Tablón de Anuncios de Eventos.	계시 이벤트 아이템입니다.{nl}이벤트 알림판에서 칭호로 교환할 수 있습니다.				
INTL_20180406_000136	Título - Revelador de la Mina de Cristal	칭호 - [EVENT]Crystal Mine Revelation				
INTL_20180406_000137	Por favor recupera primero el título "Revelador de la Mina de Cristal".	칭호 - [이벤트]첫 번째 계시 획득자를 먼저 획득해 주세요.				이벤트 알림판
INTL_20180406_000138	Recibir Título	칭호 받기				
INTL_20180406_000139	Recibir Buff	버프 받기				
INTL_20180406_000140	La Primera Revelación: Mina de Cristal	첫 번째 세계관 이벤트 : 수정광산				
INTL_20180418_000141	Restaura 30 de Estamina.{nl}Bueno para:{nl} - Velheider{nl} - Hoglan{nl} - Pingüino de Hoja{nl} - Cerdito Bebé{nl} - Rocksodon{nl} - Armadillo{nl} - Cachorro Dorado{nl} - Goro	스태미나를 30 회복 시켜줍니다.{nl}사용가능 목록{nl} - 벨하이더 {nl} - 호글란 {nl} - 펭그린 {nl} - 아기돼지 {nl} - 락스돈 {nl} - 아르마딜로 {nl} - 금강불개 {nl} - 고로				
INTL_20180420_000142	Cubo de Héroe de Fedimian	페디미안 수호 큐브				
INTL_20180420_000143	Un cubo otorgado a los valientes héroes que salvaron a Fedimian de los monstruos.	페디미안을 수호한 구원자에게 주어지는 보상입니다.				
INTL_20180503_000144	[Evento de Encuesta]{nl}   Gestor de Premios	[설문 이벤트]{nl}   상품 교환원				
INTL_20180514_000145	Sendero Arcoíris	비비드 시티 참여 중				
INTL_20180514_000146	No puedes usar habilidades.{nl}Regresando al mapa de la ciudad en 60 minutos.	스킬을 사용할 수 없습니다.{nl}60분 뒤 마을로 이동합니다.				
INTL_20180514_000147	Caja de Puntos de Atributo Rango S (x3)	특성 포인트 상자 S급 (3개)				
INTL_20180514_000148	Una caja que contiene 3 Cajas de Puntos de Atributo Rango S. Haz clic derecho para obtener. 	특성 포인트 상자 S급 3개가 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용하면 아이템이 지급됩니다.				
INTL_20180514_000149	Caja de Yunque de Diamante de Artesano	장인의 다이아몬드 모루 상자				
INTL_20180514_000150	Una caja que contiene 5 Yunques de Diamante. Haz clic derecho para usar y obtener los objetos.	다이아몬드 모루 5개가 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용하면 아이템이 지급됩니다.				
INTL_20180514_000151	Caja de Receta Secreta de Arma de Artesano (Nv. 315)	장인의 무기 비밀 레시피 상자 (Lv. 315)				
INTL_20180514_000152	Selecciona una receta de Nv 315 que se pueda fabricar con menos materiales. Haz clic derecho para usar.	적은 재료로 315제 장비를 제작 가능한 비밀 레시피를 선택할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.				
INTL_20180514_000153	Receta Secreta de Artesano - Abdochar	장인의 비밀 제작서-아브도챠				
INTL_20180514_000154	Receta Secreta de Artesano - Sarkmis	장인의 비밀 제작서-사크미스				
INTL_20180514_000155	Receta Secreta de Artesano - Skull Smasher	장인의 비밀 제작서-스컬 스매셔				
INTL_20180514_000156	Receta Secreta de Artesano - Regard Horn Staff	장인의 비밀 제작서-리가드 혼 스태프				
INTL_20180514_000157	Receta Secreta de Artesano - Heart of Glory	장인의 비밀 제작서-하트 오브 글로리				
INTL_20180514_000158	Receta Secreta de Artesano - Skull Breaker	장인의 비밀 제작서-스컬 브레이커				
INTL_20180514_000159	Receta Secreta de Artesano - Emengard Dagger	장인의 비밀 제작서-에멘가드 대거				
INTL_20180514_000160	Receta Secreta de Artesano - Wingshard Spear	장인의 비밀 제작서-윙샤드 스피어				
INTL_20180514_000161	Receta Secreta de Artesano - Regard Horn Pike	장인의 비밀 제작서-리가드 혼 파이크				
INTL_20180514_000162	Receta Secreta de Artesano - Black Horn	장인의 비밀 제작서-블랙 혼				
INTL_20180514_000163	Receta Secreta de Artesano - Regard Horn Crossbow	장인의 비밀 제작서-리가드 혼 크로스보우				
INTL_20180514_000164	Receta Secreta de Artesano - Astra Bow	장인의 비밀 제작서-아스트라 보우				
INTL_20180514_000165	Receta Secreta de Artesano - Aspana Revolver 	장인의 비밀 제작서-아스파나 리볼버				
INTL_20180514_000166	Receta Secreta de Artesano - Emengard Musket	장인의 비밀 제작서-에멘가드 머스킷				
INTL_20180514_000167	Receta Secreta de Artesano - Emengard Cannon	장인의 비밀 제작서-에멘가드 캐논				
INTL_20180514_000168	Receta Secreta de Artesano - Emengard Shield	장인의 비밀 제작서-에멘가드 실드				
INTL_20180523_000169	Otorga beneficios de Token a todos tus personajes en el servidor durante 60 días. Consulta el tiempo restante en Info del Personaje.{nl}[Beneficios del Token]{nl} - Puedes aprender atributos instantáneamente{nl} - Tarifa de comisión del Mercado reducida (30% {img white_right_arrow 16 16} 10%){nl} - Puedes listar hasta 10 objetos en el Mercado{nl} - Puedes registrar objetos en el Mercado fuera de los límites de precio mín./máx.{nl} - Puedes recuperar la plata del Mercado instantáneamente{nl}- Velocidad de movimiento +3{nl} - +50% de EXP al cazar monstruos{nl}(Se acumula con los efectos del Tomo de EXP){nl}- Ranuras de Almacén de Equipo +30{nl} - Puedes usar Gestos Premium{nl} - Puedes usar Comercio Personal hasta 60 veces	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 60회 가능				
INTL_20180523_000170	Otorga beneficios de Token a todos tus personajes en el servidor durante 7 días. Consulta el tiempo restante en Info del Personaje.{nl}[Beneficios del Token]{nl} - Puedes aprender atributos instantáneamente{nl} - Tarifa de comisión del Mercado reducida (30% {img white_right_arrow 16 16} 10%){nl} - Puedes listar hasta 10 objetos en el Mercado{nl} - Puedes registrar objetos en el Mercado fuera de los límites de precio mín./máx.{nl} - Puedes recuperar la plata del Mercado instantáneamente{nl}- Velocidad de movimiento +3{nl} - +50% de EXP al cazar monstruos{nl}(Se acumula con los efectos del Tomo de EXP){nl}- Ranuras de Almacén de Equipo +30{nl} - Puedes usar Gestos Premium	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능				
INTL_20180525_000171	Usar para obtener los siguientes trajes.{nl} - Traje del Invitado (Masculino){nl} - Traje del Invitado (Femenino)	사용 시 코스튬을 획득할 수 있습니다.{nl} - 초대에 응한 자 코스튬(남){nl} - 초대에 응한 코스튬(여)	INTL_20180326_000128	Un Pergamino de Teletransporte de evento.{nl}Úsalo para moverte al NPC del Evento del 2º Aniversario.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 도우미 npc 앞으로 이동합니다.	
INTL_20180615_000172	Un título otorgado a los jugadores de TPP más creativos. Haz clic derecho para usar.	Creative TPP Player에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180615_000173	Poseedor de Espíritu Maldito	저주받은 혼 사용자				
INTL_20180615_000174	Espíritu Maldito	저주받은 혼				
INTL_20180615_000175	Muéstraselo al Soldado Destacado para entrar al área del Altar Maldito.{nl}Alternativamente, úsalo para aumentar la velocidad de movimiento +2, el ataque físico +50 y el ataque mágico +50 durante 10 minutos.	저주받은 병사에게 보여주면 저주받은 지역으로 갈 수 있습니다.{nl}사용 시 10분 동안 이동속도 +2, 물리 공격력 +50, 마법 공격력 +50 증가합니다.				
INTL_20180615_000176	No puedes pasar de este punto sin un Espíritu Maldito.	저주받은 혼이 없는 자는 이 앞을 지나갈 수 없다.				저주받은 병사
INTL_20180615_000177	Los Espíritus Malditos provienen de los monstruos que merodean por este lugar. Buena suerte consiguiendo uno.	저주받은 해안의 몬스터를 처치해야만 저주받은 혼을 구할 수 있는 것도 모르는 애송이로군.				저주받은 병사
INTL_20180615_000178	Voz en la Distancia	어디선가 들려오는 목소리				
INTL_20180615_000179	La Ballena de Piedra solo puede despertarse a través de un Espíritu Maldito...	오직 저주받은 혼으로만 저주받은 석화 고래를 깨울 수 있지..				어디선가 들려오는 목소리
INTL_20180615_000180	Tengo un Espíritu Maldito.	저주받은 혼을 보여준다.				
INTL_20180615_000181	{Name} ha despertado a la Ballena de Piedra Maldita.	{Name}님이 저주받은 석화 고래를 깨웠습니다.				
INTL_20180723_000182	Título otorgado a los concursantes premiados del festival de fanart Verano 2018. Haz clic derecho para usar.	Loving Summer 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000183	Un título otorgado a los participantes del evento. Haz clic derecho para usar.	이벤트 참여자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000184	EXP +100%, velocidad de movimiento +3, aumento de HP máx.{nl}Recuperación de HP, SP y Estamina, tasa de ataque en área +2	경험치 100% 증가, 이동속도 +3, 최대체력 증가{nl}HP, SP, 스태미너 회복, 광역 공격 비율 +2				
INTL_20180809_000185	EXP +100%, velocidad de movimiento +3, Probabilidad de Botín +100{nl}Recuperación de HP, SP y Estamina	경험치 100% 증가, 이동속도 +3, 루팅찬스 +100{nl}HP, SP, 스태미너 회복				
INTL_20180809_000186	[Evento] Caja de Selección de Vale de Desbloqueo	[이벤트] 해금권 선택 상자				
INTL_20180809_000187	Caja de Vale de Desbloqueo de Clase Oculta {nl} Lista de Clases Desbloqueables {nl} - Vale de Desbloqueo de Shinobi {nl} - Vale de Desbloqueo de Miko {nl} - Vale de Desbloqueo de Rune Caster {nl} - Vale de Desbloqueo de Appraiser {nl} - Vale de Desbloqueo de Nak Muay{nl}Se eliminará automáticamente al final del período del evento.	히든 직업 해금권 선택 상자 {nl} 선택 가능 목록 {nl} - 시노비 해금권 {nl} - 무녀 해금권 {nl} - 룬 캐스터 해금권 {nl} - 감정사 해금권 {nl} - 낙무아이 해금권{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000188	[Evento] Caja de Selección de Arma Mejorada/Trascendida Nv 350	[이벤트] 350레벨 강화 및 초월 무기 선택 상자				
INTL_20180809_000189	Usar para seleccionar un arma Rara de Nv 350 mejorada a +11 y trascendida a la Etapa 5.{nl}La mejora y trascendencia se aplican después de seleccionar el arma.{nl}La caja se eliminará automáticamente al final del período del evento.	350레벨 레어 11강 5초월 무기를 지급 받을 수 있습니다.{nl}(강화 및 초월은 아이템 선택 시 적용됩니다.){nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000190	Un título otorgado a los participantes del evento. Haz clic derecho para usar.	이벤트에 참여자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000191	[Amigo] Espada Berthas Raffye 	[우정] 베르타스 라파이 소드				
INTL_20180809_000192	[Amigo] Espada a Dos Manos Berthas Raffye	[우정] 베르타스 라파이 투 핸드 소드				
INTL_20180809_000193	[Amigo] Vara Berthas Raffye	[우정] 베르타스 라파이 로드				
INTL_20180809_000194	[Amigo] Arco Berthas Raffye	[우정] 베르타스 라파이 보우				
INTL_20180809_000195	[Amigo] Ballesta Berthas Raffye	[우정] 베르타스 라파이 크로스보우				
INTL_20180809_000196	[Amigo] Maza Berthas Raffye	[우정] 베르타스 라파이 메이스				
INTL_20180809_000197	[Amigo] Maza a Dos Manos Berthas Raffye	[우정] 베르타스 라파이 투 핸드 메이스				
INTL_20180809_000198	[Amigo] Escudo Berthas Raffye 	[우정] 베르타스 라파이 실드				
INTL_20180809_000199	[Amigo] Lanza Berthas Raffye 	[우정] 베르타스 라파이 스피어				
INTL_20180809_000200	[Amigo] Pica Berthas Raffye 	[우정] 베르타스 라파이 파이크				
INTL_20180809_000201	[Amigo] Daga Berthas Raffye	[우정] 베르타스 라파이 대거				
INTL_20180809_000202	[Amigo] Bastón Berthas Raffye	[우정] 베르타스 라파이 스태프				
INTL_20180809_000203	[Amigo] Pistola Berthas Raffye	[우정] 베르타스 라파이 피스톨				
INTL_20180809_000204	[Amigo] Estoque Berthas Raffye	[우정] 베르타스 라파이 레이피어				
INTL_20180809_000205	[Amigo] Cañón Berthas Raffye	[우정] 베르타스 라파이 캐논				
INTL_20180809_000206	[Amigo] Mosquete Berthas Raffye 	[우정] 베르타스 라파이 머스킷				
INTL_20180809_000207	[Evento] Vale de Desbloqueo de Miko	[이벤트] 무녀 클래스 해금권				
INTL_20180809_000208	Usar para desbloquear la clase Miko después de alcanzar el Rango 6. Haz clic derecho para usar.{nl}Se eliminará automáticamente al final del período del evento.	사용 시 6랭크 달성 후 무녀 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000209	[Evento] Vale de Desbloqueo de Appraiser	[이벤트] 감정사 클래스 해금권				
INTL_20180809_000210	Usar para desbloquear la clase Appraiser después de alcanzar el Rango 5. Haz clic derecho para usar.{nl}Se eliminará automáticamente al final del período del evento.	사용 시 5랭크 달성 후 감정사 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000211	[Evento] Vale de Desbloqueo de Rune Caster	[이벤트] 룬캐스터 클래스 해금권				
